game_url_key,url
517,https://lichess.org/0rbu6XJk
518,https://lichess.org/0rc95maq
519,https://lichess.org/0rdbccwl
520,https://lichess.org/0rms2ave
521,https://lichess.org/0rrxyqt9
522,https://lichess.org/0s2yvubh
523,https://lichess.org/0s478wm0
524,https://lichess.org/0s5mjnk8
525,https://lichess.org/0s6pG4Rp
526,https://lichess.org/0s8w3qD6
527,https://lichess.org/0sDS6C8y
528,https://lichess.org/0sPbgkfV
529,https://lichess.org/0sXl5z1m
530,https://lichess.org/0se8XNKh
531,https://lichess.org/0sfdIIeF
532,https://lichess.org/0smb8an6
533,https://lichess.org/0swqh80b
534,https://lichess.org/0szp3m7y
535,https://lichess.org/0t0VQRZE
536,https://lichess.org/0t3HMQNc
537,https://lichess.org/0t6BfLAK
538,https://lichess.org/0t9iz9y4
539,https://lichess.org/0tXPf9aI
540,https://lichess.org/0tancwjV
541,https://lichess.org/0tixnnpd
542,https://lichess.org/0tpFiKYX
543,https://lichess.org/0tr44u57
544,https://lichess.org/0trX6g4a
545,https://lichess.org/0tv8jaxa
546,https://lichess.org/0u4G2wCZ
547,https://lichess.org/0u8Dwxoy
548,https://lichess.org/0u8lWXee
549,https://lichess.org/0uNbrPOZ
550,https://lichess.org/0uNes99C
551,https://lichess.org/0uQzvmSb
552,https://lichess.org/0udydOXS
553,https://lichess.org/0uzaIFdM
554,https://lichess.org/0v2TXiSa
555,https://lichess.org/0v6YSBIw
556,https://lichess.org/0v6wN6V9
557,https://lichess.org/0v7dfEWH
558,https://lichess.org/0vG00bWB
559,https://lichess.org/0vOuXoxf
560,https://lichess.org/0vXPRCSQ
561,https://lichess.org/0vbwiZal
562,https://lichess.org/0vfvQUIL
563,https://lichess.org/0vu3804z
564,https://lichess.org/0vxrWYBd
565,https://lichess.org/0w2qivo7
566,https://lichess.org/0w8UR7LK
567,https://lichess.org/0wEfNVOb
568,https://lichess.org/0wPfDTII
569,https://lichess.org/0wSYOjDa
570,https://lichess.org/0wTptQRB
571,https://lichess.org/0wYk8ADk
572,https://lichess.org/0wbl1Gra
573,https://lichess.org/0wc0oM3E
574,https://lichess.org/0wdxOAnI
575,https://lichess.org/0wgkhmze
576,https://lichess.org/0wiPhe5S
577,https://lichess.org/0wy4jfuB
578,https://lichess.org/0x2fObUm
579,https://lichess.org/0x5fjq77
580,https://lichess.org/0x7cb2c1
581,https://lichess.org/0xMCp6xg
582,https://lichess.org/0xQQK0RQ
583,https://lichess.org/0xUGvs4Y
584,https://lichess.org/0xVAYn6p
585,https://lichess.org/0xXkssNk
586,https://lichess.org/0xZFAgbN
587,https://lichess.org/0xbaOIGH
588,https://lichess.org/0xj6hB9s
589,https://lichess.org/0xpF5Jhj
590,https://lichess.org/0y0pow7w
591,https://lichess.org/0y3dDEeW
592,https://lichess.org/0y55zt2g
593,https://lichess.org/0y5noiuf
594,https://lichess.org/0yFCxHV5
595,https://lichess.org/0yPYHhnW
596,https://lichess.org/0yWmDin8
597,https://lichess.org/0ypb2usu
598,https://lichess.org/0yqqRKiI
599,https://lichess.org/0z8JZjZq
600,https://lichess.org/0zBAtY8a
601,https://lichess.org/0zC4JwcT
602,https://lichess.org/0zFjhUjr
603,https://lichess.org/0zKictsU
604,https://lichess.org/0zbdtsvr
605,https://lichess.org/0zc0PllJ
606,https://lichess.org/0zfgcWbS
607,https://lichess.org/0zidkNkD
608,https://lichess.org/0zoR802T
609,https://lichess.org/0zr9tNAZ
610,https://lichess.org/0zzg9u0c
611,https://lichess.org/101RfVsE
612,https://lichess.org/103jVloV
613,https://lichess.org/105EQDvS
614,https://lichess.org/10QWYTZK
615,https://lichess.org/10TjR7yC
616,https://lichess.org/10YcLbER
617,https://lichess.org/10gqdMN8
618,https://lichess.org/10ycJ8JJ
619,https://lichess.org/11081V28
620,https://lichess.org/1108FB6F
621,https://lichess.org/112GkrRb
622,https://lichess.org/114mxhPD
623,https://lichess.org/11DGfu14
624,https://lichess.org/11Jb3mKS
625,https://lichess.org/11Na0eRr
626,https://lichess.org/11jZh29E
627,https://lichess.org/11l0bMNx
628,https://lichess.org/11qijDrU
629,https://lichess.org/11ttGT89
630,https://lichess.org/127h7aug
631,https://lichess.org/128JFOII
632,https://lichess.org/12EL1nSP
633,https://lichess.org/12JJXuhx
634,https://lichess.org/12Q9myjU
635,https://lichess.org/12ZzbFPf
636,https://lichess.org/12k5iHfJ
637,https://lichess.org/12sQzgIM
638,https://lichess.org/12tCFgF3
639,https://lichess.org/12v808j5
640,https://lichess.org/12y0sjUE
641,https://lichess.org/131PKrNo
642,https://lichess.org/131kr4mo
643,https://lichess.org/13DBJ534
644,https://lichess.org/13YDbkSL
645,https://lichess.org/13g0rgOF
646,https://lichess.org/13gT75p3
647,https://lichess.org/13qhWIOR
648,https://lichess.org/13ut01zc
649,https://lichess.org/145WmXcy
650,https://lichess.org/148x8uJU
651,https://lichess.org/14BTm6g1
652,https://lichess.org/14M5vcwY
653,https://lichess.org/14OYJoBh
654,https://lichess.org/14gg486m
655,https://lichess.org/14nW7aAO
656,https://lichess.org/14p8m9w9
657,https://lichess.org/14sbHR1Y
658,https://lichess.org/14tkvzBp
659,https://lichess.org/158tH6Yf
660,https://lichess.org/15Doclow
661,https://lichess.org/15GSpZP3
662,https://lichess.org/15NXGkqN
663,https://lichess.org/15SUYQxr
664,https://lichess.org/15SqcxEg
665,https://lichess.org/15igrveg
666,https://lichess.org/161sgjJV
667,https://lichess.org/163MfSe7
668,https://lichess.org/166bl4cy
669,https://lichess.org/169U4WCX
670,https://lichess.org/16NIGjpf
671,https://lichess.org/16OuYrOj
672,https://lichess.org/16VA6hVS
